Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,2023 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,JIF Quartile,AIS Quartile,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles
"Scientific Papers of the University of Pardubice-Series D-Faculty of Economics and Administration","SCI PAP U PARD-SER D","Univ Pardubice, Fac Economics Adm","1211-555X","1804-8048","ECONOMICS","ESCI","107","1","0.21","98.86"%," 384/600 ","N/A","N/A","0.9","0.4"," 478/603 ","Q4","20.81","0","0.023","N/A","36.1","Q3","N/A","20","100"%,"2.5","5.2","20",
"REVESCO-Revista de Estudios Cooperativos","REVESCO-REV ESTUD CO","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","1885-8031","1135-6618","ECONOMICS","ESCI","254","1","0.2","95.92"%," 384/600 ","0.9","Q3","0.7","0.1"," 483/603 ","Q4","19.98","0","0.039","0.135","36.1","Q3","Q4","30","100"%,"5.3","9","30",
"INTERNATIONAL REVIEW OF LAW AND ECONOMICS","INT REV LAW ECON","ELSEVIER SCIENCE INC","0144-8188","1873-6394","ECONOMICS","SSCI","971","0.9","0.72","11.2"%," 412/600 ","1","Q3","0.8","0.3"," 209/603 ","Q2","65.42","0.001","0.177","0.416","31.4","Q3","Q3","24","100"%,"11.8","11.8","24",
"Mathematics and Financial Economics","MATH FINANC ECON","SPRINGER HEIDELBERG","1862-9679","1862-9660","ECONOMICS","SSCI","361","0.9","0.45","35.38"%," 412/600 ","1.2","Q3","0.9","0.3"," 327/603 ","Q3","45.85","0.001","0.154","0.636","31.4","Q3","Q2","20","100"%,"6.5","11.7","20",
"Business Management and Economics Engineering","BUS MANAG ECON ENG","VILNIUS GEDIMINAS TECH UNIV","2669-2481","2669-249X","ECONOMICS","ESCI","51","0.9","0.41","100"%," 412/600 ","0.9","Q3","0.9","0.3"," 347/603 ","Q3","42.54","0","0.009","0.112","31.4","Q3","Q4","17","100"%,"N/A","5.5","17",
"SCOTTISH JOURNAL OF POLITICAL ECONOMY","SCOT J POLIT ECON","WILEY","0036-9292","1467-9485","ECONOMICS","SSCI","835","0.9","0.36","24.69"%," 412/600 ","0.8","Q4","0.9","0.2"," 379/603 ","Q3","37.23","0","0.085","0.305","31.4","Q3","Q3","26","100"%,"15.9","11.3","26",
"AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY","AM J ECON SOCIOL","WILEY","0002-9246","1536-7150","ECONOMICS","SSCI","1,107","0.9","0.33","12.82"%," 412/600 ","1.4","Q3","0.9","0.2"," 395/603 ","Q3","34.58","0.001","0.263","0.661","31.4","Q3","Q2","57","100"%,"13.8","9.4","57",
"INTERNATIONAL ECONOMIC JOURNAL","INT ECON J","TAYLOR & FRANCIS LTD","1016-8737","1743-517X","ECONOMICS","ESCI","529","0.9","0.32","1.11"%," 412/600 ","N/A","N/A","0.8","0.3"," 401/603 ","Q3","33.58","0","0.052","N/A","31.4","Q3","N/A","33","100"%,"9.7","11.1","33",
"Organizations and Markets in Emerging Economies","ORGAN MARKET EMERG E","VILNIUS UNIV","2029-4581","2345-0037","ECONOMICS","ESCI","185","0.9","0.28","100"%," 412/600 ","1.1","Q3","0.8","0.1"," 426/603 ","Q3","29.44","0","0.031","0.161","31.4","Q3","Q4","32","100"%,"4.4","7.6","32",
"Panoeconomicus","PANOECONOMICUS","SAVEZ EKONOMISTA VOJVODINE","1452-595X","2217-2386","ECONOMICS","SSCI","323","0.9","0.28","97.65"%," 412/600 ","0.8","Q4","0.8","0.4"," 426/603 ","Q3","29.44","0","0.039","0.136","31.4","Q3","Q4","26","100"%,"6.8","11.4","26",
"THEORY AND DECISION","THEOR DECIS","SPRINGER","0040-5833","1573-7187","ECONOMICS","SSCI","1,288","0.9","0.28","40.61"%," 412/600 ","1","Q3","0.8","0.1"," 426/603 ","Q3","29.44","0.001","0.301","0.573","31.4","Q3","Q2","46","100"%,"13.3","15.9","46",
"Economic Papers","ECON PAP","WILEY","0812-0439","1759-3441","ECONOMICS","ESCI","401","0.9","0.27","25.37"%," 412/600 ","1.1","Q3","0.8","0.2"," 439/603 ","Q3","27.28","0","0.055","0.245","31.4","Q3","Q3","26","100"%,"10.1","6.2","26",
"Economics and Business Letters","ECON BUS LETT","UNIV OVIEDO","2254-4380","2254-4380","ECONOMICS","ESCI","192","0.9","0.27","95.1"%," 412/600 ","0.8","Q4","0.8","0.2"," 439/603 ","Q3","27.28","0","0.037","0.139","31.4","Q3","Q4","36","100"%,"3.8","7.7","36",
"Scientific Annals of Economics and Business","SCI ANN ECON BUS","ALEXANDRU IOAN CUZA UNIV IASI FAC ECONOMICS & BUSINESS ADM","2501-1960","2501-3165","ECONOMICS","ESCI","191","0.9","0.27","97.06"%," 412/600 ","0.8","Q4","0.8","0.5"," 439/603 ","Q3","27.28","0","0.032","0.104","31.4","Q3","Q4","38","92.11"%,"4","9.4","35",
"African Review of Economics and Finance-AREF","AFR REV ECON FINANC","PORTHOLOGOS PRESS","2042-1478","2410-4906","ECONOMICS","ESCI","157","0.9","0.23","0"%," 412/600 ","0.8","Q4","0.9","<0.1"," 462/603 ","Q4","23.47","0","0.02","0.112","31.4","Q3","Q4","10","100"%,"6.4","10.9","10",
"Estudios Gerenciales","ESTUD GERENC","UNIV ICESI","0123-5923","0123-5923","ECONOMICS","ESCI","424","0.9","0.23","86.57"%," 412/600 ","0.8","Q4","0.8","<0.1"," 462/603 ","Q4","23.47","0","0.051","0.132","31.4","Q3","Q4","39","87.18"%,"7.1","7.3","34",
"JOURNAL OF TRANSPORT ECONOMICS AND POLICY","J TRANSP ECON POLICY","UNIV BATH","0022-5258","1754-5951","ECONOMICS","SSCI","919","0.9","0.23","0"%," 412/600 ","0.9","Q3","0.8","0.3"," 462/603 ","Q4","23.47","0","0.042","0.261","31.4","Q3","Q3","15","93.33"%,"19","13","14",
"Review of Network Economics","REV NETW ECON","WALTER DE GRUYTER GMBH","2194-5993","1446-9022","ECONOMICS","SSCI","273","0.9","0.19","4.17"%," 412/600 ","0.6","Q4","0.8","0.2"," 491/603 ","Q4","18.66","0","0.013","0.207","31.4","Q3","Q4","12","91.67"%,"14.4","13.6","11",
"New Zealand Economic Papers","NEW ZEAL ECON PAP","TAYLOR & FRANCIS LTD","0077-9954","1943-4863","ECONOMICS","ESCI","192","0.8","0.58","17.72"%," 428/600 ","N/A","N/A","0.8","0.4"," 262/603 ","Q2","56.63","0","0.049","N/A","28.7","Q3","N/A","33","96.97"%,"5.2","7.3","32",
"Econometric Reviews","ECONOMET REV","TAYLOR & FRANCIS INC","0747-4938","1532-4168","ECONOMICS","SSCI","2,707","0.8","0.51","19.23"%," 428/600 ","1.9","Q2","0.8","0.2"," 298/603 ","Q2","50.66","0.003","0.639","1.427","28.7","Q3","Q1","34","100"%,"13.5","15.5","34",
"Economic Notes","ECON NOTES","WILEY","0391-5026","1468-0300","ECONOMICS","ESCI","287","0.8","0.41","10.26"%," 428/600 ","1.3","Q3","0.8","0.1"," 347/603 ","Q3","42.54","0","0.05","0.276","28.7","Q3","Q3","11","100"%,"8.2","9.2","11",
"Journal of Australian Political Economy","J AUST POLIT ECON","AUSTRALIAN POLITICAL ECONOMY MOVEMENT","0156-5826","1839-3675","ECONOMICS","SSCI","229","0.8","0.4","0"%," 428/600 ","1.7","Q2","0.6","<0.1"," 356/603 ","Q3","41.04","0.001","0.127","0.743","28.7","Q3","Q2","5","80"%,"4.7","5","4",
"Netnomics","NETNOMICS","SPRINGER","1385-9587","1573-7071","ECONOMICS","ESCI","154","0.8","0.39","12.5"%," 428/600 ","2","Q2","0.8","N/A"," 360/603 ","Q3","40.38","0","0.018","0.338","28.7","Q3","Q3","0","N/A","6.6","N/A","0",
"CESifo Economic Studies","CESIFO ECON STUD","OXFORD UNIV PRESS","1610-241X","1612-7501","ECONOMICS","SSCI","476","0.8","0.35","10.87"%," 428/600 ","1","Q3","0.8","0.4"," 385/603 ","Q3","36.24","0","0.087","0.466","28.7","Q3","Q3","10","90"%,"8.8","10.9","9",
"Journal of Economic Interaction and Coordination","J ECON INTERACT COOR","SPRINGER HEIDELBERG","1860-711X","1860-7128","ECONOMICS","SSCI","287","0.8","0.29","43.53"%," 428/600 ","0.8","Q4","0.8","0.3"," 420/603 ","Q3","30.43","0.001","0.198","0.606","28.7","Q3","Q2","21","100"%,"5.3","12.6","21",
"REVIEW OF INDUSTRIAL ORGANIZATION","REV IND ORGAN","SPRINGER","0889-938X","1573-7160","ECONOMICS","SSCI","1,195","0.8","0.29","32.03"%," 428/600 ","1.2","Q3","0.8","0.4"," 420/603 ","Q3","30.43","0.001","0.319","0.62","28.7","Q3","Q2","39","100"%,"13.2","12.9","39",
"Romanian Journal of Economic Forecasting","ROM J ECON FORECAST","INST ECONOMIC FORECASTING","1582-6163","2537-6071","ECONOMICS","SSCI","359","0.8","0.28","0"%," 428/600 ","0.8","Q4","0.6","0.2"," 426/603 ","Q3","29.44","0","0.032","0.085","28.7","Q3","Q4","49","100"%,"6.3","8","49",
"BULLETIN OF ECONOMIC RESEARCH","B ECON RES","WILEY","0307-3378","1467-8586","ECONOMICS","SSCI","532","0.8","0.27","20.75"%," 428/600 ","0.8","Q4","0.7","0.2"," 439/603 ","Q3","27.28","0","0.082","0.183","28.7","Q3","Q4","48","100"%,"9.5","10.9","48",
"European Journal of Economics and Economic Policies-Intervention","EUR J ECON ECON POLI","EDWARD ELGAR PUBLISHING LTD","2052-7764","2052-7772","ECONOMICS","ESCI","268","0.8","0.27","46.27"%," 428/600 ","0.8","Q4","0.7","0.7"," 439/603 ","Q3","27.28","0","0.05","0.259","28.7","Q3","Q3","26","100"%,"6.9","8.6","26",
"Aestimum","AESTIMUM","FIRENZE UNIV PRESS","1592-6117","1724-2118","ECONOMICS","ESCI","108","0.8","0.24","86.36"%," 428/600 ","1","Q3","0.7","<0.1"," 455/603 ","Q4","24.63","0","0.016","0.146","28.7","Q3","Q4","4","100"%,"5","10.1","4",
"ACCESS-Access to science business innovation in the digital economy","ACCESS-ACCESS SCI BU","Access Press Publishing House","N/A","2683-1007","ECONOMICS","ESCI","77","0.8","0.23","96.05"%," 428/600 ","1.1","Q3","0.6","0.4"," 462/603 ","Q4","23.47","0","0.007","0.07","28.7","Q3","Q4","32","93.75"%,"N/A","6.9","30",
"Economics and Finance Letters","ECON FINANCE LETT","CONSCIENTIA BEAM","2312-6310","2312-430X","ECONOMICS","ESCI","61","0.8","0.23","96.97"%," 428/600 ","N/A","N/A","0.8","<0.1"," 462/603 ","Q4","23.47","0","0.013","N/A","28.7","Q3","N/A","21","100"%,"N/A","8.4","21",
"History of Economics Review","HIST ECON REV","TAYLOR & FRANCIS LTD","1037-0196","1838-6318","ECONOMICS","ESCI","96","0.8","0.2","21.62"%," 428/600 ","N/A","N/A","0.5","0.4"," 483/603 ","Q4","19.98","0","0.015","N/A","28.7","Q3","N/A","13","100"%,"N/A","41.6","13",
"Economic Issues","ECON ISS","ECONOMIC ISSUES EDUCATION FUND","1363-7029","1363-7029","ECONOMICS","ESCI","130","0.8","0.16","0"%," 428/600 ","1","Q3","0.8","0.5"," 510/603 ","Q4","15.51","0","0.014","0.202","28.7","Q3","Q4","8","100"%,"8.7","11.1","8",
"Journal of Southeast Asian Economies","J SOUTHEAST ASIAN EC","INST SOUTHEAST ASIAN STUDIES-ISEAS","2339-5095","2339-5206","ECONOMICS","ESCI","169","0.8","0.16","0"%," 428/600 ","0.9","Q3","0.8","0.3"," 510/603 ","Q4","15.51","0","0.055","0.306","28.7","Q3","Q3","22","95.45"%,"5.7","7.2","21",
"Economics-The Open Access Open-Assessment E-Journal","ECONOMICS-KIEL","DE GRUYTER POLAND SP Z O O","1864-6042","1864-6042","ECONOMICS","SSCI","458","0.8","0.15","96.08"%," 428/600 ","1.2","Q3","0.8","<0.1"," 515/603 ","Q4","14.68","0","0.095","0.299","28.7","Q3","Q3","21","100"%,"6.4","8","21",
"Geneva Risk and Insurance Review","GENEVA RISK INS REV","PALGRAVE MACMILLAN LTD","1554-964X","1554-9658","ECONOMICS","SSCI","134","0.7","0.49","21.43"%," 446/600 ","1.4","Q3","0.7","0.3"," 309/603 ","Q3","48.84","0","0.048","0.546","25.8","Q3","Q2","10","100"%,"5.7","12.4","10",
"MACROECONOMIC DYNAMICS","MACROECON DYN","CAMBRIDGE UNIV PRESS","1365-1005","1469-8056","ECONOMICS","SSCI","1,280","0.7","0.32","16.41"%," 446/600 ","0.9","Q3","0.6","0.3"," 401/603 ","Q3","33.58","0.001","0.324","0.345","25.8","Q3","Q3","90","100"%,"8.2","12.3","90",
"Journal of Forest Economics","J FOREST ECON","NOW PUBLISHERS INC","1104-6899","1618-1530","ECONOMICS","SSCI","609","0.7","0.31","0"%," 446/600 ","1.3","Q3","0.7","0.7"," 407/603 ","Q3","32.59","0","0.079","0.441","25.8","Q3","Q3","11","100"%,"10.4","9.9","11",
"MANCHESTER SCHOOL","MANCH SCH","WILEY","1463-6786","1467-9957","ECONOMICS","SSCI","1,202","0.7","0.29","23.4"%," 446/600 ","0.9","Q3","0.7","0.2"," 420/603 ","Q3","30.43","0.001","0.118","0.324","25.8","Q3","Q3","31","96.77"%,"21.2","13.3","30",
"STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS","STUD NONLINEAR DYN E","WALTER DE GRUYTER GMBH","1081-1826","1558-3708","ECONOMICS","SSCI","559","0.7","0.28","13.77"%," 446/600 ","0.7","Q4","0.6","0.1"," 426/603 ","Q3","29.44","0","0.072","0.2","25.8","Q3","Q4","36","100"%,"10","12.1","36",
"Voprosy Ekonomiki","VOPR EKON","VOPROSY EKONOMIKI, NP","0042-8736","0042-8736","ECONOMICS","ESCI","553","0.7","0.28","0"%," 446/600 ","0.6","Q4","0.5","0.3"," 426/603 ","Q3","29.44","0.001","0.119","0.139","25.8","Q3","Q4","94","100"%,"5.3","9.1","94",
"Margin-Journal of Applied Economic Research","MARGIN","SAGE PUBLICATIONS INDIA PVT LTD","0973-8010","0973-8029","ECONOMICS","ESCI","256","0.7","0.27","4.88"%," 446/600 ","1.2","Q3","0.7","<0.1"," 439/603 ","Q3","27.28","0","0.04","0.236","25.8","Q3","Q3","5","100"%,"6.8","6.8","5",
"Agrarian South-Journal of Political Economy","AGRAR S","SAGE PUBLICATIONS INC","2277-9760","2321-0281","ECONOMICS","ESCI","48","0.7","0.26","11.32"%," 446/600 ","N/A","N/A","0.7","0.4"," 447/603 ","Q3","25.95","0","0.031","N/A","25.8","Q3","N/A","19","100"%,"N/A","9.1","19",
"Review of Economic Analysis","REV ECON ANAL","DIGITAL INITIATIVES UNIV WATERLOO LIB","1973-3909","1973-3909","ECONOMICS","ESCI","91","0.7","0.26","0"%," 446/600 ","0.6","Q4","0.7","<0.1"," 447/603 ","Q3","25.95","0","0.023","0.13","25.8","Q3","Q4","17","100"%,"N/A","10.1","17",
"Comparative Economic Research-Central and Eastern Europe","COMP ECON RES","LODZ UNIV PRESS","1508-2008","2082-6737","ECONOMICS","ESCI","206","0.7","0.23","98.13"%," 446/600 ","0.7","Q4","0.6","0.1"," 462/603 ","Q4","23.47","0","0.032","0.104","25.8","Q3","Q4","37","97.3"%,"5","6.8","36",
"PSL Quarterly Review","PSL Q REV","ASSOC PAOLO SYLOS LABINI","2037-3635","2037-3643","ECONOMICS","ESCI","205","0.7","0.23","0"%," 446/600 ","0.5","Q4","0.5","0.3"," 462/603 ","Q4","23.47","0","0.037","0.223","25.8","Q3","Q3","20","100"%,"9.6","6.7","20",
"ACTA OECONOMICA","ACTA OECON","AKADEMIAI KIADO ZRT","0001-6373","1588-2659","ECONOMICS","SSCI","306","0.7","0.22","34.17"%," 446/600 ","0.7","Q4","0.5","0.1"," 473/603 ","Q4","21.64","0","0.04","0.109","25.8","Q3","Q4","44","97.73"%,"6.4","9.5","43",
"Review of Derivatives Research","REV DERIV RES","SPRINGER","1380-6645","1573-7144","ECONOMICS","SSCI","182","0.7","0.22","44"%," 446/600 ","0.6","Q4","0.7","0.3"," 473/603 ","Q4","21.64","0","0.021","0.19","25.8","Q3","Q4","4","100"%,"14.2","14.6","4",
"Zbornik Radova Ekonomskog Fakulteta u Rijeci-Proceedings of Rijeka Faculty of Economics","ZB RAD EKON FAK RIJE","UNIV RIJEKA, FAC ECOMOMICS","1331-8004","1846-7520","ECONOMICS","ESCI","231","0.7","0.21","85"%," 446/600 ","1.1","Q3","0.7","0.1"," 478/603 ","Q4","20.81","0","0.039","0.164","25.8","Q3","Q4","25","96"%,"5.5","9.8","24",
"Economic Journal of Emerging Markets","ECON J EMERG MARK","UNIV ISLAM INDONESIA","2086-3128","2502-180X","ECONOMICS","ESCI","93","0.7","0.2","98.15"%," 446/600 ","0.7","Q4","0.7","<0.1"," 483/603 ","Q4","19.98","0","0.019","0.107","25.8","Q3","Q4","16","100"%,"N/A","9.1","16",
"JOURNAL OF QUANTITATIVE ECONOMICS","J QUANT ECON","SPRINGER","0971-1554","2364-1045","ECONOMICS","ESCI","299","0.7","0.2","5.84"%," 446/600 ","0.9","Q3","0.6","0.1"," 483/603 ","Q4","19.98","0","0.071","0.169","25.8","Q3","Q4","37","100"%,"4.7","14.7","37",
"Financial Internet Quarterly","FINANC INTERNET Q","WALTER DE GRUYTER GMBH","N/A","2719-3454","ECONOMICS","ESCI","63","0.7","0.18","96.67"%," 446/600 ","N/A","N/A","0.7","0.1"," 497/603 ","Q4","17.66","0","0.013","N/A","25.8","Q3","N/A","30","100"%,"N/A","7.8","30",
"Studies in Business and Economics","STUD BUS ECON-ROM","SCIENDO","1842-4120","2344-5416","ECONOMICS","ESCI","327","0.7","0.18","96.81"%," 446/600 ","0.7","Q4","0.5","0.2"," 497/603 ","Q4","17.66","0","0.045","0.087","25.8","Q3","Q4","68","98.53"%,"4.6","5.9","67",
"Hacienda Publica Espanola-Review of Public Economics","HACIENDA PUBLICA ESP","INST ESTUDIOS FISCALES","0210-1173","2386-4176","ECONOMICS","SSCI","165","0.7","0.17","89.39"%," 446/600 ","0.6","Q4","0.6","<0.1"," 502/603 ","Q4","16.83","0","0.03","0.156","25.8","Q3","Q4","21","100"%,"8.8","10","21",
"REVUE D ECONOMIE POLITIQUE","REV ECON POLIT","EDITIONS DALLOZ","0373-2630","2105-2883","ECONOMICS","SSCI","319","0.7","0.15","0"%," 446/600 ","0.7","Q4","0.7","0.2"," 515/603 ","Q4","14.68","0","0.099","0.308","25.8","Q3","Q3","25","100"%,"8.2","11.9","25",
"Revista de Historia Economica","REV HIST ECON","CAMBRIDGE UNIV PRESS","0212-6109","2041-3335","ECONOMICS","SSCI","311","0.6","1.3","13.21"%," 466/600 ","1","Q3","0.6","0.2"," 91/603 ","Q1","84.99","0.001","0.139","0.802","22.4","Q4","Q2","9","100"%,"10.2","14.9","9",
"European Journal of the History of Economic Thought","EUR J HIST ECON THOU","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0967-2567","1469-5936","ECONOMICS","SSCI","490","0.6","0.42","14.4"%," 466/600 ","0.7","Q4","0.5","0.6"," 342/603 ","Q3","43.37","0.001","0.153","0.391","22.4","Q4","Q3","47","100"%,"8","40.7","47",
"Review of Behavioral Economics","REV BEHAV ECON","NOW PUBLISHERS INC","2326-6198","2326-6201","ECONOMICS","ESCI","158","0.6","0.3","0"%," 466/600 ","1.1","Q3","0.6","0.1"," 414/603 ","Q3","31.43","0","0.079","0.519","22.4","Q4","Q2","14","100"%,"5.7","11.8","14",
"South East European Journal of Economics and Business","S E EUR J ECON BUS","WALTER DE GRUYTER GMBH","1840-118X","2233-1999","ECONOMICS","ESCI","219","0.6","0.3","100"%," 466/600 ","1.1","Q3","0.5","1.1"," 414/603 ","Q3","31.43","0","0.027","0.157","22.4","Q4","Q4","26","100"%,"5.3","9.6","26",
"Games","GAMES-BASEL","MDPI","N/A","2073-4336","ECONOMICS","ESCI","485","0.6","0.29","98.76"%," 466/600 ","N/A","N/A","0.5","0.3"," 420/603 ","Q3","30.43","0.001","0.226","N/A","22.4","Q4","N/A","71","97.18"%,"4.9","13","69",
"Studia Universitatis Vasile Goldis Arad Seria Stiinte Economice","STUD U VASILE GOL EC","SCIENDO","1584-2339","2285-3065","ECONOMICS","ESCI","96","0.6","0.29","98.36"%," 466/600 ","0.6","Q4","0.4","0.2"," 420/603 ","Q3","30.43","0","0.014","0.073","22.4","Q4","Q4","21","100"%,"N/A","8.5","21",
"Forum for Social Economics","FORUM SOC ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0736-0932","1874-6381","ECONOMICS","ESCI","235","0.6","0.28","11.11"%," 466/600 ","1.1","Q3","0.6","0.2"," 426/603 ","Q3","29.44","0","0.085","0.313","22.4","Q4","Q3","36","91.67"%,"3.9","7.3","33",
"Evolutionary and Institutional Economics Review","EVOL INST ECON REV","SPRINGER HEIDELBERG","1349-4961","2188-2096","ECONOMICS","ESCI","161","0.6","0.25","21.54"%," 466/600 ","0.7","Q4","0.6","0.3"," 451/603 ","Q3","25.29","0","0.041","0.183","22.4","Q4","Q4","23","100"%,"5.1","17.5","23",
"South Asian Journal of Macroeconomics and Public Finance","S ASIAN J MACROEC PU","SAGE PUBLICATIONS INDIA PVT LTD","2277-9787","2321-0273","ECONOMICS","ESCI","45","0.6","0.24","3.45"%," 466/600 ","0.6","Q4","0.6","<0.1"," 455/603 ","Q4","24.63","0","0.008","0.096","22.4","Q4","Q4","7","100"%,"N/A","9.2","7",
"INTERNATIONAL JOURNAL OF GAME THEORY","INT J GAME THEORY","SPRINGER HEIDELBERG","0020-7276","1432-1270","ECONOMICS","SSCI","1,314","0.6","0.23","32.06"%," 466/600 ","0.6","Q4","0.5","0.1"," 462/603 ","Q4","23.47","0.001","0.154","0.34","22.4","Q4","Q3","49","100"%,"25","19.7","49",
"JOURNAL OF POST KEYNESIAN ECONOMICS","J POST KEYNESIAN EC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0160-3477","1557-7821","ECONOMICS","SSCI","1,060","0.6","0.23","12.5"%," 466/600 ","1","Q3","0.5","0.5"," 462/603 ","Q4","23.47","0","0.082","0.302","22.4","Q4","Q3","38","100"%,"16.8","15.4","38",
"Applied Economics Journal","APPL ECON J","KASERSART UNIV, FAC ECONOMICS","2586-9124","2586-9132","ECONOMICS","ESCI","45","0.6","0.22","0"%," 466/600 ","0.6","Q4","0.6","<0.1"," 473/603 ","Q4","21.64","0","0.009","0.085","22.4","Q4","Q4","8","100"%,"N/A","14.7","8",
"Review of Regional Studies","REV REG STUD","SOUTHERN REGIONAL SCIENCE ASSOC","0048-749X","1553-0892","ECONOMICS","ESCI","318","0.6","0.21","0"%," 466/600 ","0.8","Q4","0.5","0.3"," 478/603 ","Q4","20.81","0","0.042","0.248","22.4","Q4","Q3","14","100"%,"11.4","13.3","14",
"Argumenta Oeconomica","ARGUM OECON","WROCLAW UNIV ECONOMICS","1233-5835","2720-5088","ECONOMICS","SSCI","119","0.6","0.2","100"%," 466/600 ","0.4","Q4","0.5","0.1"," 483/603 ","Q4","19.98","0","0.019","0.075","22.4","Q4","Q4","25","100"%,"6","10.5","25",
"Investigaciones Regionales-Journal of Regional Research","INVESTIG REG","ASOC ESPANOLA CIENCIA REGIONAL-AECR","1695-7253","2340-2717","ECONOMICS","ESCI","301","0.6","0.2","85"%," 466/600 ","1","Q3","0.5","0.4"," 483/603 ","Q4","19.98","0","0.049","0.223","22.4","Q4","Q3","21","100"%,"7.2","10.4","21",
"Prague Economic Papers","PRAGUE ECON PAP","UNIV ECONOMICS-PRAGUE","1210-0455","2336-730X","ECONOMICS","SSCI","290","0.6","0.2","100"%," 466/600 ","0.6","Q4","0.5","<0.1"," 483/603 ","Q4","19.98","0","0.032","0.102","22.4","Q4","Q4","30","100"%,"6.8","9.2","30",
"Investigacion Economica","INVEST ECON-MEX","UNIV NACIONAL AUTONOMA MEXICO, FAC ECONOMIA","0185-1667","N/A","ECONOMICS","SSCI","216","0.6","0.18","100"%," 466/600 ","0.6","Q4","0.6","0.2"," 497/603 ","Q4","17.66","0","0.05","0.268","22.4","Q4","Q3","27","100"%,"8.7","14.2","27",
"Revista Finanzas y Politica Economica","REV FINANZAS POLITIC","UNIV CATOLICA COLOMBIA, FAC ECONOMIA","2248-6046","2011-7663","ECONOMICS","ESCI","78","0.6","0.16","100"%," 466/600 ","0.6","Q4","0.5","0.1"," 510/603 ","Q4","15.51","0","0.017","0.107","22.4","Q4","Q4","18","94.44"%,"N/A","7.1","17",
"FinanzArchiv-European Journal of Public Finance","FINANZARCHIV","MOHR SIEBECK","0015-2218","1614-0974","ECONOMICS","SSCI","244","0.6","0.15","2.7"%," 466/600 ","0.5","Q4","0.6","<0.1"," 515/603 ","Q4","14.68","0","0.032","0.225","22.4","Q4","Q3","8","100"%,"11.2","13.4","8",
"Economics Ecology Socium","ECON ECOL SOC","Dr. Viktor Koval","2616-7107","2786-8958","ECONOMICS","ESCI","52","0.6","0.14","97.26"%," 466/600 ","N/A","N/A","0.6","0.4"," 520/603 ","Q4","13.85","0","0.011","N/A","22.4","Q4","N/A","30","96.67"%,"N/A","4","29",
"International Journal of Management and Economics","INT J MANAG ECON","SCIENDO","2299-9701","2543-5361","ECONOMICS","ESCI","305","0.6","0.14","100"%," 466/600 ","1.3","Q3","0.6","0.1"," 520/603 ","Q4","13.85","0","0.048","0.22","22.4","Q4","Q4","28","100"%,"5.8","8.8","28",
"Ledger","LEDGER-PITTSBURGH","UNIV PITTSBURGH, UNIV LIBRARY SYSTEM","N/A","2379-5980","ECONOMICS","ESCI","136","0.6","0.13","86.67"%," 466/600 ","2","Q2","0.6","0.2"," 527/603 ","Q4","12.69","0","0.036","0.549","22.4","Q4","Q2","5","60"%,"5.8","7.9","3",
"Journal of the Australasian Tax Teachers Association","J AUSTRALAS TAX TEAC","AUSTRALASIAN TAX TEACHERS ASSOC","1832-911X","1832-911X","ECONOMICS","ESCI","36","0.6","0.09","0"%," 466/600 ","0.4","Q4","0.4","<0.1"," 562/603 ","Q4","6.88","0","0.008","0.083","22.4","Q4","Q4","4","100"%,"N/A","14.6","4",
"AUSTRALIAN ECONOMIC HISTORY REVIEW","AUST ECON HIST REV","WILEY","0004-8992","1467-8446","ECONOMICS","SSCI","210","0.5","0.48","13.33"%," 489/600 ","0.7","Q4","0.5","N/A"," 314/603 ","Q3","48.01","0","0.058","0.413","18.6","Q4","Q3","0","N/A","11.4","N/A","0",
"Journal of Public Finance and Public Choice","J PUBLIC FINANC PUBL","BRISTOL UNIV PRESS & POLICY PRESS","2515-6918","2515-6926","ECONOMICS","ESCI","57","0.5","0.4","9.76"%," 489/600 ","N/A","N/A","0.5","0.2"," 356/603 ","Q3","41.04","0","0.036","N/A","18.6","Q4","N/A","18","88.89"%,"N/A","12.4","16",
"International Journal of Economic Policy Studies","INT J ECON POLICY ST","SPRINGERNATURE","2524-4892","1881-4387","ECONOMICS","ESCI","92","0.5","0.24","10"%," 489/600 ","N/A","N/A","0.5","0.3"," 455/603 ","Q4","24.63","0","0.022","N/A","18.6","Q4","N/A","30","100"%,"N/A","12.5","30",
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","ELSEVIER","0165-4896","1879-3118","ECONOMICS","SSCI","1,056","0.5","0.24","22.28"%," 489/600 ","0.6","Q4","0.5","0.2"," 455/603 ","Q4","24.63","0.001","0.255","0.447","18.6","Q4","Q3","58","100"%,"15.8","16.1","58",
